id	codigo	direccion	localidad	provincia	ubicacion	latitud	longitud	fuente	fecha_creacion
581	766	27 de abril 458	Córdoba Capital	Córdoba		-27.578056917692546	-64.136035174671970	Georef	2026-06-22 16:24:17.680
582	767	24 de Septiembre 1594	Córdoba Capital	Córdoba		-29.195339389307858	-58.073691655303720	Georef	2026-06-22 16:24:21.677
583	768	Independencia 855	Córdoba Capital	Córdoba		-34.663943398900080	-58.706314867878240	Georef	2026-06-22 16:24:25.583
584	769	San Martín 625	Villa Carlos Paz	Córdoba		-36.313754608820080	-57.672915718695870	Georef	2026-06-22 16:24:29.407
585	770	Ituzaingo 514	Córdoba Capital	Córdoba		-30.313578070059100	-61.231798372294520	Georef	2026-06-22 16:24:33.360
586	771	Santa Fe 723	Córdoba Capital	Córdoba		-29.182277240863670	-58.091177112902436	Georef	2026-06-22 16:24:37.417
587	772	Lavalleja 49	Córdoba Capital	Córdoba		-34.603406916152250	-58.438305583515140	Georef	2026-06-22 16:24:41.303
589	774	Av. Saenz 1050	Pompeya	Capital Federal		-34.652606954978250	-58.416377191237146	Georef	2026-06-22 16:24:55.090
590	775	Av. Angel Gallardo 499	Caballito	Capital Federal		-34.604959733985600	-58.437975049980100	Georef	2026-06-22 16:24:57.760
591	776	Illia 490	Córdoba Capital	Córdoba		-34.628875967119850	-58.569565270516550	Georef	2026-06-22 16:25:01.603
592	777	Bucarelli 1980	Villa Urquiza	Capital Federal		-34.579706585123960	-58.484693711727640	Georef	2026-06-22 16:25:04.010
593	778	Bulnes 758	Almagro	Capital Federal		-34.602726433149710	-58.417951427919334	Georef	2026-06-22 16:25:14.710
594	779	Av. Carabobo 269	Flores	Capital Federal		-34.630074274419860	-58.455080160227650	Georef	2026-06-22 16:25:16.807
595	780	Av. Corrientes 5573	Villa Crespo	Capital Federal		-34.596582807936926	-58.442341528439730	Georef	2026-06-22 16:25:19.597
596	781	Gabriela Mistral 3153	Villa Pueyrredon	Capital Federal		-34.589159494019660	-58.504777369967220	Georef	2026-06-22 16:25:22.007
597	782	Zapiola 2215	Belgrano	Capital Federal		-34.564896035331140	-58.464297537594230	Georef	2026-06-22 16:25:24.457
598	783	Av. Cabildo 1287	Belgrano	Capital Federal		-34.567913159535486	-58.448933437002566	Georef	2026-06-22 16:25:26.883
599	784	Jose María Bedoya 695	Córdoba Capital	Córdoba		-31.397957948533158	-64.186642652506350	Georef	2026-06-22 16:25:30.870
600	785	Boulevard San Juan 217	Córdoba Capital	Córdoba		-31.419949095030013	-64.189053551999100	Georef	2026-06-22 16:25:34.730
601	786	Lima 987	Córdoba Capital	Córdoba		-34.619606069068126	-58.381437222019330	Georef	2026-06-22 16:25:39.127
602	787	Alvear 2446	Villa Ballester	Buenos Aires		-34.580787718011810	-58.550201059043800	Georef	2026-06-22 16:25:42.160
603	788	Mansilla 3620	Palermo	Capital Federal		-34.591015977812624	-58.414683377105940	Georef	2026-06-22 16:25:44.577
604	789	Duarte Quirós 1851	Córdoba Capital	Córdoba		-31.411555132426670	-64.209694286545830	Georef	2026-06-22 16:25:48.443
605	790	Ituzaingó 921	Córdoba Capital	Córdoba		-30.312441934148154	-61.237768196189920	Georef	2026-06-22 16:25:51.203
606	791	Av. Francisco Beiro 3345	Capital Federal	Capital Federal		-34.598653488119020	-58.500143862572330	Georef	2026-06-22 16:25:55.537
607	792	Av. Independencia 3802	Caballito	Capital Federal		-34.621194309566550	-58.419436807767624	Georef	2026-06-22 16:25:57.960
608	793	Boulevard San Juan 835	Córdoba Capital	Córdoba		-31.417867227962258	-64.197175661210320	Georef	2026-06-22 16:26:02.650
609	794	Mariano Fragueiro 2220	Córdoba Capital	Córdoba		-31.389671157847070	-64.183811714768050	Georef	2026-06-22 16:26:06.790
610	795	Guatemala 4540	Palermo	Capital Federal		-34.587496376921166	-58.422980496218780	Georef	2026-06-22 16:26:09.397
611	796	Av. Chiclana 3002	Parque Patricios	Capital Federal		-34.630292932167880	-58.406410260518900	Georef	2026-06-22 16:26:12.073
612	797	Nogoya 2744	Capital Federal	Capital Federal		-34.600557990002610	-58.487807804338686	Georef	2026-06-22 16:26:16.873
613	798	Franklin D Roosevelt 2268	Belgrano	Capital Federal		-34.556592388714060	-58.459433162351910	Georef	2026-06-22 16:26:19.307
614	799	Soler 5748	Palermo	Capital Federal		-34.579692909228680	-58.434081879474320	Georef	2026-06-22 16:26:21.713
615	802	Artigas 4925	Villa Ballester	Buenos Aires		-34.552322227356670	-58.558674990274080	Georef	2026-06-22 16:26:24.000
616	805	Av. Medrano 414	Almagro	Capital Federal		-34.605862221140190	-58.421282188304370	Georef	2026-06-22 16:26:26.447
617	806	Jacinto de Altolaguirre 2222	Córdoba Capital	Córdoba		-31.383228856492313	-64.134063734830460	Georef	2026-06-22 16:26:30.470
618	807	Av. Capdevila 264	Córdoba Capital	Córdoba		-31.380430807665977	-64.171048698042440	Georef	2026-06-22 16:26:34.197
619	808	Av. Constituyentes 4081	Villa Urquiza	Capital Federal		-34.584952703569690	-58.488663537209980	Georef	2026-06-22 16:26:36.767
621	810	Av. Colón 1750	Córdoba Capital	Córdoba		-38.734138290136200	-62.286120948643750	Georef	2026-06-22 16:26:50.610
622	811	Av. Alvarez Thomas 1002	Colegiales	Capital Federal		-34.578912703491405	-58.455984452126450	Georef	2026-06-22 16:26:53.223
623	812	Av. Cobo 1697	Parque Patricios	Capital Federal		-34.643116586864160	-58.439201712393140	Georef	2026-06-22 16:26:55.733
624	813	Av. Colon 1088	Córdoba Capital	Córdoba		-37.148591854974150	-58.483016586173605	Georef	2026-06-22 16:26:59.523
625	814	San Jeronimo 3034	Córdoba Capital	Córdoba		-31.423665350335817	-64.145102964254100	Georef	2026-06-22 16:27:03.737
627	816	Av. Constituyentes 6209	Villa Urquiza	Capital Federal		-34.570653096727310	-58.507976866594800	Georef	2026-06-22 16:27:18.240
628	817	Duarte Quirós 2400	Córdoba Capital	Córdoba		-31.409659849971120	-64.215616110277780	Georef	2026-06-22 16:27:22.170
629	818	Av. Vélez Sarsfield 1045	Córdoba Capital	Córdoba		-31.427092512579430	-64.191702720284900	Georef	2026-06-22 16:27:25.870
630	819	Av. Cabildo 3955	Nuñez	Capital Federal		-34.547027660754170	-58.469697584235526	Georef	2026-06-22 16:27:28.350
632	821	Santa Fe 49	Córdoba Capital	Córdoba		-34.867435916449600	-58.359950177312030	Georef	2026-06-22 16:27:44.247
633	822	Av. España 1244	Mendoza	Mendoza		-32.888546880127880	-68.841553543686030	Georef	2026-06-22 16:27:46.727
634	823	San Martin 1153	Retiro	Capital Federal		-34.594266863829690	-58.374306864228610	Georef	2026-06-22 16:27:49.327
635	824	Av. San Martin 940	Cosquín	Córdoba		-29.183664860715720	-58.075846890517674	Georef	2026-06-22 16:27:53.583
636	825	Boulevard Sarmiento 5	Villa Carlos Paz	Córdoba		-33.644284272979410	-61.441141127421850	Georef	2026-06-22 16:27:57.573
637	826	Av. Francisco Beiro 5418	Villa Real	Capital Federal		-34.615040790321340	-58.526464492032660	Georef	2026-06-22 16:27:59.853
638	827	Av. Juan B Justo 3695	Villa Crespo	Capital Federal		-34.602763591879544	-58.455938498779860	Georef	2026-06-22 16:28:02.340
639	828	Av. Federico Lacroze 1735	Belgrano	Capital Federal		-34.563961730234160	-58.439072102846836	Georef	2026-06-22 16:28:04.847
640	829	Arribeños 2862	Nuñez	Capital Federal		-34.551134722216810	-58.456021321132240	Georef	2026-06-22 16:28:15.450
641	830	Gral José de San Martin 2601	Florida	Buenos Aires		-34.527331663773690	-58.490646389168690	Georef	2026-06-22 16:28:17.980
642	831	Av. Maipu 518	Vicente Lopez	Buenos Aires		-34.533474208106890	-58.478565452960560	Georef	2026-06-22 16:28:20.380
643	834	San Lorenzo 698	Mendoza	Mendoza		-32.892134693295430	-68.849143369101240	Georef	2026-06-22 16:28:35.537
644	836	Pueyrredon 283	Mendoza	Mendoza		-37.029227406803630	-64.280646142140130	Georef	2026-06-22 16:28:44.460
645	837	Nuñez 3802	Nuñez	Capital Federal		-34.556975188618320	-58.479730498700490	Georef	2026-06-22 16:28:47.090
646	838	Soler 4072	Palermo	Capital Federal		-34.590995978339620	-58.418740249533336	Georef	2026-06-22 16:28:49.393
647	839	Montevideo 461	San Nicolás	Capital Federal		-33.348743601827120	-60.204983750823175	Georef	2026-06-22 16:28:51.923
648	840	Av. Tte. Gral. Donato Alvarez 194	Caballito	Capital Federal		-34.623502461320214	-58.455025857049060	Georef	2026-06-22 16:28:54.190
649	841	Paso de los Andes 2212	Godoy Cruz	Mendoza		-32.903321808130535	-68.860339957099870	Georef	2026-06-22 16:28:56.600
650	842	Juan Agustín Maza 2777	Villa Maipu	Mendoza		-34.516879541428580	-58.707451491716725	Georef	2026-06-22 16:29:00.530
651	843	Montevideo 244	Mendoza	Mendoza		-32.892166227644225	-68.843068384246010	Georef	2026-06-22 16:29:02.810
652	844	Nazaret 2950	Córdoba Capital	Córdoba		-31.392713802560690	-64.222830925482650	Georef	2026-06-22 16:29:06.533
653	845	Diaz Colodrero 3187	Villa Urquiza	Capital Federal		-34.567216755075435	-58.490716474153395	Georef	2026-06-22 16:29:16.090
654	846	Santiago Temple 212	Córdoba Capital	Córdoba		-31.431459458230723	-64.193757143304130	Georef	2026-06-22 16:29:19.840
655	847	Av. Eden 499	La Falda	Córdoba		-31.093375389022850	-64.486711728352400	Georef (calle)	2026-06-22 16:29:31.057
656	848	Av. Elcano 4200	Chacarita	Capital Federal		-34.585156954473300	-58.460537793662100	Georef	2026-06-22 16:29:33.550
657	849	Av. Monroe 5771	Villa Urquiza	Capital Federal		-34.578821625496320	-58.494119130532354	Georef	2026-06-22 16:29:35.283
658	850	Deheza 2845	Saavedra	Capital Federal		-34.542875752360360	-58.477954094925400	Georef	2026-06-22 16:29:37.560
659	851	Ozamis 31	Maipu	Mendoza		-32.986370949163660	-68.791060532900890	Georef	2026-06-22 16:29:39.817
660	852	Saenz Peña 130	Villa Allende	Córdoba		-33.017395783060245	-60.604687878908270	Georef	2026-06-22 16:29:43.487
661	853	Av. Colón 636	Córdoba Capital	Córdoba		-38.724671954817400	-62.274315215894090	Georef	2026-06-22 16:29:46.400
662	855	Bartolome Mitre 4202	Almagro	Capital Federal		-34.610315090068580	-58.426038990457530	Georef	2026-06-22 16:29:58.833
663	856	Bulnes 250	Almagro	Capital Federal		-34.607912552941045	-58.418726784824700	Georef	2026-06-22 16:30:01.430
664	857	Perito Moreno 341	Godoy Cruz	Mendoza		-32.928779052236220	-68.844759729534080	Georef	2026-06-22 16:30:04.137
665	858	Rio de Janeiro 838	Caballito	Capital Federal		-34.605564749722790	-58.430994035153965	Georef	2026-06-22 16:30:06.670
666	859	Thames 647	Villa Crespo	Capital Federal		-34.594282145556520	-58.441388242919764	Georef	2026-06-22 16:30:09.150
667	860	Lopez y Planes 265	La Cumbre	Córdoba		-31.440842665345443	-62.071421902470460	Georef	2026-06-22 16:30:13.370
668	861	Prudencio Bustos 122	Alta Gracia	Córdoba		-31.657612967585840	-64.429190957364570	Georef (calle)	2026-06-22 16:30:24.550
669	863	Sarmiento 119	Villa Tulumaya - Lavalle	Mendoza		-34.601553126360950	-59.173735942601770	Georef	2026-06-22 16:30:28.347
670	864	Fray Cayetano Rodriguez 635	Flores	Capital Federal		-31.361146930966438	-64.166085336355320	Georef	2026-06-22 16:30:30.567
671	865	Av. San Martín 623	Cosquín	Córdoba		-29.184399672297350	-58.071796507031620	Georef	2026-06-22 16:30:34.200
672	866	Av. Montes de Oca 1714	Barracas	Capital Federal		-34.646834502243260	-58.373059172940510	Georef	2026-06-22 16:30:36.570
673	867	9 de Julio 156	La Falda	Córdoba		-39.052820193616700	-67.389276799637120	Georef	2026-06-22 16:30:40.320
674	868	Gallo 931	Balvanera	Capital Federal		-34.598900358477934	-58.412061341320730	Georef	2026-06-22 16:30:42.710
675	869	Av. Belgrano 140	Alta Gracia	Córdoba		-33.110687056793225	-60.795650578655200	Georef	2026-06-22 16:30:46.407
676	870	Godoy Cruz 2681	Palermo	Capital Federal		-34.578856387335840	-58.425428764653590	Georef	2026-06-22 16:30:48.617
677	871	Julio A. Roca 177	Jesús María	Córdoba		-35.086802674441650	-64.613606250103590	Georef	2026-06-22 16:30:51.970
678	872	San Martín 4840	Río Ceballos	Córdoba		-32.993367747116520	-60.647382665182670	Georef	2026-06-22 16:30:55.843
679	873	Santiago Derqui 33	Córdoba Capital	Córdoba		-22.724759283669826	-65.688458979336400	Georef	2026-06-22 16:30:59.430
681	876	Luis Agote 3092	Córdoba Capital	Córdoba		-31.424128968467443	-64.228451401333130	Georef	2026-06-22 16:31:25.917
682	877	Av. Cabildo 4300	Belgrano	Capital Federal		-34.544569474553100	-58.471537022806100	Georef	2026-06-22 16:31:28.380
683	6001	Maestro Vidal 304	Córdoba Capital	Córdoba		-31.407120693211308	-64.224031911343290	Georef	2026-06-22 16:31:31.233
684	6002	Membrillar 33	Flores	Capital Federal		-34.628804436685730	-58.461022328071440	Georef	2026-06-22 16:31:33.087
685	6003	Bv. Sarmiento 870	Río Segundo	Córdoba		-32.419065106705270	-63.239527818506420	Georef	2026-06-22 16:31:35.823
686	6004	Boulevard San Juan 490	Córdoba Capital	Córdoba		-31.419110272986350	-64.192687167954200	Georef	2026-06-22 16:31:38.437
687	6005	Rivadeo 1487	Córdoba Capital	Córdoba		-31.399888747086962	-64.180887057333650	Georef	2026-06-22 16:31:42.927
688	6006	Boulevard Los Granaderos 2269	Córdoba Capital	Córdoba		-31.378530427510600	-64.204049361566200	Georef	2026-06-22 16:31:45.623
689	6007	Av. Juan Bautista Alberdi 3099	Floresta	Capital Federal		-34.634119952011900	-58.471196069372100	Georef	2026-06-22 16:31:47.410
690	6008	Alvarado 620	Salta Capital	Salta		-34.721502527202160	-58.715311077489346	Georef	2026-06-22 16:31:50.440
691	6009	Balcarce 401	Salta Capital	Salta		-32.939330819476325	-60.650781535796740	Georef	2026-06-22 16:31:53.577
692	6010	Dean Funes 1791	Córdoba Capital	Córdoba		-24.767704192677527	-65.406029852514040	Georef	2026-06-22 16:31:56.610
693	6011	Av. Cólon 3060	Córdoba Capital	Córdoba		-31.402175675628104	-64.221254083483930	Georef	2026-06-22 16:31:59.330
694	6013	Viamonte 3345	Luján de Cuyo	Mendoza		-32.959808213558230	-60.673676653041450	Georef	2026-06-22 16:32:02.113
695	6014	Guardia Vieja 1235	Luján de Cuyo	Mendoza		-38.733851246048640	-62.223218893271934	Georef	2026-06-22 16:32:04.940
696	6015	San Martin 8110	Luján de Cuyo	Mendoza		-31.593497788640910	-60.691257007717550	Georef	2026-06-22 16:32:07.620
697	6017	Viamonte 4620	Luján de Cuyo	Mendoza		-32.956686115833430	-60.691009130601444	Georef	2026-06-22 16:32:10.277
698	6018	Viamonte 5366	Lujan de Cuyo	Mendoza		-34.520403626231754	-58.534361314317760	Georef	2026-06-22 16:32:13.167
699	6020	Av. Godoy Cruz 55	Mendoza	Mendoza		-32.883921137243554	-68.838413460942040	Georef	2026-06-22 16:32:23.353
700	6021	Av. Godoy Cruz 178	Mendoza	Mendoza		-32.883627634014620	-68.839992665123050	Georef	2026-06-22 16:32:25.807
701	6022	Hipolito Yrigoyen 2695, Maipú, Mendoza (Complejo Comercial Estación Torreón)	Maipu	Mendoza		-31.672311020951085	-60.764822738634720	Georef	2026-06-22 16:32:29.290
702	6023	Av. San Martin 792	Mendoza	Mendoza		-32.894202488667570	-68.840333696135620	Georef	2026-06-22 16:32:31.463
703	6024	Agustín Alvarez 37	Mendoza	Mendoza		-35.963504353950015	-62.732389829345230	Georef	2026-06-22 16:32:35.067
704	6025	Aristides Villanueva 287	Mendoza	Mendoza		-32.892297131668070	-68.854498760583170	Georef	2026-06-22 16:32:37.100
705	6026	Av. Colón 423	Mendoza	Mendoza		-32.893900741727600	-68.845991916293270	Georef	2026-06-22 16:32:39.250
707	6028	Santiago del Estero 1200	Godoy Cruz	Mendoza		-38.359277670331800	-60.278872848427700	Georef	2026-06-22 16:32:51.863
708	6029	Av. San Martin Sur 1867	Godoy Cruz	Mendoza		-32.948718345258186	-68.853725297888050	Georef (calle)	2026-06-22 16:33:03.147
710	6032	Av. Boyacá 613	Caballito	Capital Federal		-34.620309780968510	-58.461098258758590	Georef	2026-06-22 16:33:17.017
711	6035	Santa Ana 2405	Córdoba Capital	Córdoba		-34.592691507171800	-58.646385162514800	Georef	2026-06-22 16:33:20.743
713	6037	Ejército de los Andes 2222	Pablo Nogues	Buenos Aires		-34.493658688854160	-58.705420077607380	Georef	2026-06-22 16:33:43.967
770	425	Av. Brig. Gral. Juan Manuel de Rosas 2553	Villa José León Suárez	Buenos Aires	-34.53086807074073, -58.575462834514234	-34.530868070740731	-58.575462834514234	No encontrado	2026-06-22 17:45:25.780
771	431	Av. Presidente Teniente Gral J.D.Peron 3283	Buenos Aires	Buenos Aires	-34.45337398288977, -58.53831733081345	-34.453373982889772	-58.538317330813449	No encontrado	2026-06-22 17:45:32.563
772	433	Av. Ing. Eduardo Madero 1050 - Ruta 26	Buenos Aires	Buenos Aires	-34.44929326377104, -58.79706671917423	-34.449293263771040	-58.797066719174232	No encontrado	2026-06-22 17:45:40.730
773	463	Av. Teniente Gral Juan Domingo Perón 2640	Buenos Aires	Buenos Aires	-34.67336971567501, -58.406280376834765	-34.673369715675008	-58.406280376834765	No encontrado	2026-06-22 17:45:48.100
774	497	Av. Pte. J. D. Perón 25694	Merlo	Buenos Aires	-34.664152272576615, -58.727567195892604	-34.664152272576615	-58.727567195892604	No encontrado	2026-06-22 17:45:56.300
775	226	Av. Sta Fe 2349	Martínez	Provincia de Buenos Aires	-34.49248649087302, -58.49912833081144	-34.492486490873020	-58.499128330811438	No encontrado	2026-06-22 17:46:03.873
776	435	Ruta 26 162	Maquinista Savio	Buenos Aires	-34.408746880649915, -58.7715933191763	-34.408746880649915	-58.771593319176297	No encontrado	2026-06-22 17:46:11.590
777	466	29 de septiembre 1880	Lanus	Buenos Aires	-34.706318433474046, -58.38987357498059	-34.706318433474046	-58.389873574980591	No encontrado	2026-06-22 17:46:19.337
778	468	Av. Brig. Gral. Juan Manuel de Rosas 6956, B1765 Isidro Casanova, Provincia de Buenos Aires	Buenos Aires	Buenos Aires	-34.70443220989649, -58.582774561488975	-34.704432209896488	-58.582774561488975	No encontrado	2026-06-22 17:46:27.267
779	477	Dr. Enrique Simón Pérez 4566, B1629 González Catán, Provincia de Buenos Aires	Gonzalez Catan	Buenos Aires	-34.772811179797785, -58.644934346141255	-34.772811179797785	-58.644934346141255	No encontrado	2026-06-22 17:46:33.830
780	483	Av	Carlos Casares 642	B1755	Provincia de Buenos Aires	Buenos Aires		-34.767063711104470	-58.383648637887620	Georef	2026-06-22 17:46:42.497
781	485	Av, Pres. Juan Domingo Perón 23866, B1718 San Antonio de Padua, Provincia de Buenos Aires	Merlo	Buenos Aires		-34.665937636074723	-58.699050188474665	No encontrado	2026-06-22 17:46:49.597
782	495	Av	14 5072	B1880 Berazategui	Provincia de Buenos Aires	Buenos Aires		-36.552171816341920	-56.712187901119556	Georef	2026-06-22 17:46:56.453
783	499	Av	Cristianía 1832	B1765HNF Isidro Casanova	Provincia de Buenos Aires	Buenos Aires		-34.697581542848560	-58.601344438957355	Georef	2026-06-22 17:47:04.270
784	554	Coronel Martiniano Chilavert 6280	Capital Federal	Capital Federal		-34.684930194616854	-58.474709676834259	No encontrado	2026-06-22 17:47:11.747
785	594	Inclan 2502	Capital Federal	Capital Federal		-34.687919185670400	-58.549691229876800	Georef	2026-06-22 17:47:19.413
786	671	Mcal. Antonio Jose Sucre 2774	Capital Federal	Capital Federal	-34.56589467945908, -58.45849071916822	-34.565894679459078	-58.458490719168218	No encontrado	2026-06-22 17:47:26.913
787	672	Coronel Martiniano Chilavert 6901	Capital Federal	Capital Federal		-34.689172097489411	-58.479822763342142	No encontrado	2026-06-22 17:47:34.950
788	683	Av. Crámer 2463	Capital Federal	Capital Federal	-34.5610404644398, -58.46403539033239	-34.561040464439799	-58.464035390332391	No encontrado	2026-06-22 17:47:43.100
789	723	Av. Leandro N. Alem 198, C1003 Cdad. Autónoma de Buenos Aires	Capital Federal	Capital Federal		-34.498730924835450	-61.541401030175756	Georef	2026-06-22 17:47:51.073
790	726	Lisandro de la Torre 199, C1440 Cdad. Autónoma de Buenos Aires	Capital Federal	Capital Federal		-28.055762663133900	-56.024049073263800	Georef	2026-06-22 17:48:01.610
791	733	Av. Lisandro de la Torre 790, C1408 Cdad. Autónoma de Buenos Aires	Mataderos	Capital Federal		-34.647576225140090	-58.519832696707910	Georef	2026-06-22 17:48:14.097
792	747	José Antonio Cabrera 4106, C1186 Cdad. Autónoma de Buenos Aires	Palermo	Capital Federal	-34.59603602901197, -58.42440161916667	-34.596036029011970	-58.424401619166673	No encontrado	2026-06-22 17:48:25.807
793	773	Av. Pres. Manuel Quintana 570, C1129ABO Cdad. Autónoma de Buenos Aires	Recoleta	Capital Federal		-34.587813188757337	-58.390597605675168	No encontrado	2026-06-22 17:48:34.347
794	809	José A. Cabrera 3291	Capital Federal	Capital Federal		-34.596831481557030	-58.412887713323190	Georef	2026-06-22 17:48:43.653
795	815	Av. Varela 1264	Capital Federal	Capital Federal		-34.642800770788575	-58.454312073131533	No encontrado	2026-06-22 17:48:54.997
796	316	Av. Cnel.Ramon L.Falcon 2402	Capital Federal	Capital Federal		-34.630013682994957	-58.462332490328812	No encontrado	2026-06-22 17:49:07.960
797	317	Doctor Tomas Manuel de Anchorena 1253	Capital Federal	Capital Federal		-34.594650563250902	-58.406349019166733	No encontrado	2026-06-22 17:49:20.200
798	320	Mariscal Antonio Jose Sucre 2490	Capital Federal	Capital Federal		-34.564220065961514	-58.455808832660090	No encontrado	2026-06-22 17:49:31.097
799	344	Marcelo Torcuato de Alvear 2251	Capital Federal	Capital Federal		-34.596677598331944	-58.399560519166606	No encontrado	2026-06-22 17:49:42.110
800	360	Los Incas 5174	Capital Federal	Capital Federal		-34.586648929088895	-58.481436564722980	Georef	2026-06-22 17:49:53.913
801	392	Jorge Luis Borges 2463, C1425 Cdad. Autónoma de Buenos Aires	Capital Federal	Capital Federal		-34.582213428811040	-58.421186048070226	Georef	2026-06-22 17:50:06.237
802	406	Salta 1637	Capital Federal	Capital Federal		-29.167435055107088	-56.647722938503500	Georef	2026-06-22 17:50:17.960
803	6036	C. Dr. Juan Felipe Aranguren 617, C1405 Cdad. Autónoma de Buenos Aires	Caballito	Capital Federal		-34.613505205797821	-58.440578119165863	No encontrado	2026-06-22 17:50:26.690
804	280	Av. República de China 1045, X5023BAA Córdoba	Córdoba Capital	Córdoba	-31.397167185334332, -64.19897835979975	-31.397167185334332	-64.198978359799753	No encontrado	2026-06-22 17:50:37.900
805	6030	Av. Castro Barros 858	Córdoba Capital	Córdoba		-31.397208421534380	-64.199085644180300	No encontrado	2026-06-22 17:50:49.413
806	874	Caraffa, Claudio Cuenca 1784	Córdoba Capital	Córdoba		-31.387110061795969	-64.215201563505005	No encontrado	2026-06-22 17:51:01.743
807	820	Av. Castro Barros 359, X5000 Córdoba	Córdoba	Córdoba	-31.401728127645345, -64.19630100583224	-31.401728127645345	-64.196301005832240	No encontrado	2026-06-22 17:51:14.010
808	606	Obispo Trejo 1166, X5000 Córdoba	Córdoba	Córdoba	-31.42880205242013, -64.19107151747039	-31.428802052420131	-64.191071517470391	No encontrado	2026-06-22 17:51:24.950
809	875	Av. Bandera de Los Andes 9685	Guaymallén	Mendoza	-32.92370066484716, -68.73819931925054	-32.923700664847161	-68.738199319250540	No encontrado	2026-06-22 17:51:38.040
810	6027	Ozamis sur S/N	Maipú	Mendoza	-32.99860225990401, -68.79364539964735	-32.998602259904011	-68.793645399647346	No encontrado	2026-06-22 17:51:48.757
811	6019	Ruta 82 Esq. Calle Union	Luján de Cuyo	Mendoza	-33.00042051753103, -68.90830931924685	-33.000420517531033	-68.908309319246854	No encontrado	2026-06-22 17:52:00.673
812	269	Tiburcio Benegas 2306	Mendoza	Mendoza	-32.87508190696931, -68.8475807462366	-32.875081906969307	-68.847580746236602	No encontrado	2026-06-22 17:52:12.760
813	833	Av. José Vicente Zapata 42	Mendoza	Mendoza	-32.894593130925045, -68.8399851922684	-32.894593130925045	-68.839985192268401	No encontrado	2026-06-22 17:52:25.667
814	171	Av. del Bicentenario de la Batalla de Salta 702	Salta	Salta	-24.78061586429664, -65.40199086193832	-24.780615864296639	-65.401990861938316	No encontrado	2026-06-22 17:52:37.017
